id;descricao;descricao detalhada;unidade de medida;;;;;;
1;359568 - 1,10-FENANTROLINA (ORTO-FENANTROLINA);1,10-FENANTROLINA ORTO (ORTO-FENANTROLINA),ASPECTO FÍSICO PÓ ESBRANQUIÇADO, CRISTALINO ODOR FRACO, PESO MOLECULAR 198,22,FÓRMULAQUÍMICA12H8N2.H20 (MONOHIDRATADA) GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A.;G;;;;;;;;;;;;;
81;347934 - CARBONATO DE LÍTIO;CARBONATO DE LÍTIO, ASPECTO FÍSICO PÓ BRANCO, CRISTALINO, FÓRMULA QUÍMICA LI2CO3, PESO MOLECULAR 73,89, GRAU DE PUREZA MÍNIMA DE 99%,  CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 554-13-2 . ;FRASCO DE 500G; PÓ BRANCO; FINO; INODORO; HIGROSCÓPICO; PESO MOLECULAR 100;9; FÓRMULA QUÍMICA CACO3; GRAU DE PUREZA  MÍNIMA DE 99%; CARACTERISTICA ADICIONAL REAGENTE P.A. / ACS; NÚMERO DE REFERÊNCIAQUÍMICA    CAS 471-34-1.;KG;;
82;413346 - CARBONATO DE MAGNÉSIO;CARBONATO DE MAGNÉSIO, ASPECTO FÍSICO PÓ BRANCO CRISTALINO, INODORO, FÓRMULA QUÍMICA (MGCO3)4MG(OH)2 . 5H2O(PENTAHIDRATADO), PESO MOLECULAR 485,00, GRAU DE PUREZA MÍNIMO DE 98%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 39409-82-0.;KG; CRISTALINO; FÓRMULA QUÍMICA LI2CO3; PESO MOLECULAR 73;89; GRAU DE PUREZA MÍNIMA DE 99%;  CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 554-13-2 . ;FRASCO DE 500G;;;;;
83;347950 - CARBONATO DE POTÁSSIO;CARBONATO DE POTÁSSIO, ASPECTO FÍSICO FINOS GRÂNULOS BRANCOS, INODOROS, PESO MOLECULAR 138,21, FÓRMULA QUÍMICA K2CO3 ANIDRO, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A, NÚMERO DE REFERÊNCIA QUÍMICA CAS 584-08-7.;KG; INODORO; FÓRMULA QUÍMICA (MGCO3)4MG(OH)2 . 5H2O(PENTAHIDRATADO); PESO MOLECULAR 485;0; GRAU DE PUREZA MÍNIMO DE 98%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 39409-82-0.;KG;;;;;
84;355924 - CARBONATO DE SÓDIO;CARBONATO DE SÓDIO, ASPECTO FÍSICO PÓ BRANCO, HIGROSCÓPICO, INODORO (BARRILHA LEVE), FÓRMULA QUÍMICA NA2CO3 ANIDRO, PESO MOLECULAR 105,99, GRAU DE PUREZA MÍNIMA DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 497-19-8.;KG; INODOROS; PESO MOLECULAR 138;21; FÓRMULA QUÍMICA K2CO3 ANIDRO; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A; NÚMERO DE REFERÊNCIA QUÍMICA CAS 584-08-7.;KG;;;;;
85;414450 - CARBONATO DE SÓDIO;CARBONATO DE SÓDIO, ASPECTO FÍSICO PÓ OU CRISTAIS BRANCOS, HIGROSCÓPICOS, INODOROS, FÓRMULA QUÍMICA NA2CO3.10H2O (DECAHIDRATADO), PESO MOLECULAR 286,14, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 6132-02-1.;G; HIGROSCÓPICO; INODORO (BARRILHA LEVE); FÓRMULA QUÍMICA NA2CO3 ANIDRO; PESO MOLECULAR 105;99; GRAU DE PUREZA MÍNIMA DE 99%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 497-19-8.;KG;;;;;
86;351917 - CARBOXIMETILCELULOSE (CMC);CARBOXIMETILCELULOSE (CMC), ASPECTO FÍSICO PÓ BRANCO OU LEVEMENTE AMARELADO, INODORO, FÓRMULA QUÍMICA [C6H7O2(OH)2OCH2COONA]N (SAL SÓDICO), PESO MOLECULAR  (242)N, TEOR DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL ALTA VISCOSIDADE, NÚMERO DE REFERÊNCIA QUÍMICA CAS 9004-32-4.;G; HIGROSCÓPICOS; INODOROS; FÓRMULA QUÍMICA NA2CO3.10H2O (DECAHIDRATADO); PESO MOLECULAR 286;14; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 6132-02-1.;G;;;;
87;348073 - CARVÃO ATIVADO;CARVÃO ATIVADO, PÓ PRETO, INODORO, 12,01 G/MOL, C, PUREZA MÍNIMA DE 90%, REAGENTE P.A., CAS 7440-44-0.;G; INODORO; FÓRMULA QUÍMICA [C6H7O2(OH)2OCH2COONA]N (SAL SÓDICO); PESO MOLECULAR  (242)N; TEOR DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL ALTA VISCOSIDADE; NÚMERO DE REFERÊNCIA QUÍMICA CAS 9004-32-4.;G;;;;;;
88;420531 - CASEÍNA;CASEÍNA (N-Z AMINE-A. HIDROLISADO ENZIMÁTICO DE CASEÍNA DE LEITE BOVINO), FÓRMULA QUÍMICA HIDROLISADO ÁCIDO DE CASEÍNA, ASPECTO FÍSICO* PÓ AMARELO CLARO, NÚMERO DE REGISTRO QUÍMICO CAS 91079-40-2.;G; INODORO;12;01 G/MOL; C; PUREZA MÍNIMA DE 90%; REAGENTE P.A.; CAS 7440-44-0.;G;;;;;
89;415455 - CASEÍNA;CASEÍNA, ASPECTO FÍSICO PÓ BRANCO, INODORO, GRAU DE PUREZA* PUREZA MÍNIMA DE 95%, NÚMERO DE REFERÊNCIA QUÍMICA* CAS 9000-71-9.;G; ASPECTO FÍSICO* PÓ AMARELO CLARO; NÚMERO DE REGISTRO QUÍMICO CAS 91079-40-2.;G;;;;;;;;;;
90;368954 - CELULOSE;CELULOSE ASPECTO FÍSICO PÓ FINO, MICROCRISTALINO, BRANCO, CARACTERÍSTICA ADICIONAL TEOR MÍNIMO DE 85,5, NÚMERO DE REFERÊNCIA QUÍMICA CAS 9004-34-6.;KG; INODORO; GRAU DE PUREZA* PUREZA MÍNIMA DE 95%; NÚMERO DE REFERÊNCIA QUÍMICA* CAS 9000-71-9.;G;;;;;;;;;
91;348087 - CICLOHEXANO;CICLOHEXANO, ASPECTO FÍSICO LÍQUIDO CLARO, INCOLOR, ODOR CARACTERÍSTICO, PESO  MOLECULAR 84,16, FÓRMULA QUÍMICA C6H12, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 110-82-7.;L; BRANCO; CARACTERÍSTICA ADICIONAL TEOR MÍNIMO DE 85;5; NÚMERO DE REFERÊNCIA QUÍMICA CAS 9004-34-6.;KG;;;;;;;;
92;348100 - CICLOHEXENO;CICLOHEXENO, ASPECTO FÍSICO LÍQUIDO INCOLOR, LÍMPIDO, DE ODOR ADOCICADO, FÓRMULA QUÍMICA C6H10, PESO MOLECULAR 82,15, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE, NÚMERO DE REFERÊNCIA QUÍMICA CAS 110-83-8.;L; INCOLOR; ODOR CARACTERÍSTICO; PESO  MOLECULAR 84;16; FÓRMULA QUÍMICA C6H12; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 110-82-7.;L;;;;
93;366662 - CITRATO DE SÓDIO;CITRATO DE SÓDIO, ASPECTO FÍSICO CRISTAL FINO, COMPOSIÇÃO C6H5NA3O7.2H2O, PESO MOLECULAR 294,10, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICAS ADICIONAIS REAGENTE ISENTO DNASE,RNASE, P/BIOLOGIA MOLECULAR, NÚMERO DE REFERÊNCIA QUÍMICA CAS 6132-04-3.;KG; LÍMPIDO; DE ODOR ADOCICADO; FÓRMULA QUÍMICA C6H10; PESO MOLECULAR 82;15; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE; NÚMERO DE REFERÊNCIA QUÍMICA CAS 110-83-8.;L;;;;
94;353910 - CLORANFENICOL;CLORANFENICOL, COMPOSIÇÃO C11H12CL2N2O5, ASPECTO FÍSICO PÓ BRANCO / ACINZENTADO, PESO MOLECULAR 323,13, TEOR DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE ISENTO DE DNASE, RNASE E PROTEASE, NÚMERO DE REFERÊNCIA QUÍMICA CAS 56-75-7.;G; COMPOSIÇÃO C6H5NA3O7.2H2O; PESO MOLECULAR 294;10; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICAS ADICIONAIS REAGENTE ISENTO DNASE;RNASE; P/BIOLOGIA MOLECULAR; NÚMERO DE REFERÊNCIA QUÍMICA CAS 6132-04-3.;KG;;;;
95;407162 - CLORETO DE ALUMÍNIO;CLORETO DE ALUMÍNIO, COMPOSIÇÃO ALCL3 ANIDRO, PESO MOLECULAR 133,34, ASPECTO FÍSICO PÓ CRISTALINO AMARELADO, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL  REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7446-70-0.;G; ASPECTO FÍSICO PÓ BRANCO / ACINZENTADO; PESO MOLECULAR 323;13; TEOR DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE ISENTO DE DNASE; RNASE E PROTEASE; NÚMERO DE REFERÊNCIA QUÍMICA CAS 56-75-7.;G;;;;;
96;374776 - CLORETO DE ALUMÍNIO Hexahidratado;CLORETO DE ALUMÍNIO HEXAHIDRATADO, COMPOSIÇÃO ALCL3.6H2O(HEXAHIDRATADO), PESO MOLECULAR 241,43, ASPECTO FÍSICO PÓ CRISTALINO AMARELADO À ALARANJADO, GRAU DE PUREZA MÍNIMA DE 95,5%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7784-13-6.;KG; PESO MOLECULAR 133;34; ASPECTO FÍSICO PÓ CRISTALINO AMARELADO; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL  REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7446-70-0.;G;;;;;;
97;352802 - CLORETO DE AMÔNIO;CLORETO DE AMÔNIO, ASPECTO FÍSICO PÓ BRANCO, CRISTALINO, INODORO, PESO MOLECULAR 53,49, FÓRMULA QUÍMICA NH4CL, TEOR DE PUREZA MÍNIMA DE 99,8%, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 12125-02-9.;KG; PESO MOLECULAR 241;43; ASPECTO FÍSICO PÓ CRISTALINO AMARELADO À ALARANJADO; GRAU DE PUREZA MÍNIMA DE 95;5%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7784-13-6.;KG;;;;;;
98;366470 - CLORETO DE BÁRIO DIHIDRATADO;CLORETO DE BÁRIO DI HIDRATADO, ASPECTO FÍSICO PÓ OU GRÂNULO CRISTALINO, INCOLOR OU BRANCO, FÓRMULA QUÍMICA BACL2.2H2O, MASSA MOLECULAR 244,27, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO, NÚMERO DE REFERÊNCIA QUÍMICA  CAS 10326-27-9.;KG; CRISTALINO; INODORO; PESO MOLECULAR 53;49; FÓRMULA QUÍMICA NH4CL; TEOR DE PUREZA MÍNIMA DE 99;8%; CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO; NÚMERO DE REFERÊNCIA QUÍMICA CAS 12125-02-9.;KG;;;
99;346621 - CLORETO DE CÁLCIO ANIDRO;CLORETO DE CÁLCIO ANIDRO, ASPECTO FÍSICO CRISTAL HIGROSCÓPICO, INCOLOR , INODORO, FÓRMULA QUÍMICA CACL2 ANIDRO, MASSA MOLECULAR 110,99, GRAU DE PUREZA MÍNIMA DE 95%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA  CAS 10043-52-4.;G; INCOLOR OU BRANCO; FÓRMULA QUÍMICA BACL2.2H2O; MASSA MOLECULAR 244;27; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO; NÚMERO DE REFERÊNCIA QUÍMICA  CAS 10326-27-9.;KG;;;;;
100;346620 - CLORETO DE CÁLCIO DIHIDRATADO;CLORETO DE CÁLCIO DIHIDRATADO, ASPECTO FÍSICO PÓ, GRANULADO OU ESCAMA BRANCA OU ROSADA, OPACA, FÓRMULA QUÍMICA CACL2.2H20, MASSA MOLECULAR 147,01, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS, NÚMERO DE REFERÊNCIA QUÍMICA CAS 10035-04-8.;KG; INCOLOR ; INODORO; FÓRMULA QUÍMICA CACL2 ANIDRO; MASSA MOLECULAR 110;99; GRAU DE PUREZA MÍNIMA DE 95%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA  CAS 10043-52-4.;G;;;;
101;408190 - CLORETO DE CÉSIO;CLORETO DE CÉSIO, ASPECTO FÍSICO CRISTAL INCOLOR OU BRANCO, HIGROSCÓPICO, FÓRMULA QUÍMICA CSCL, MASSA MOLECULAR 168,36, GRAU DE PUREZA MÍNIMA DE 99,9%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-17-8.;G; GRANULADO OU ESCAMA BRANCA OU ROSADA; OPACA; FÓRMULA QUÍMICA CACL2.2H20; MASSA MOLECULAR 147;1; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS; NÚMERO DE REFERÊNCIA QUÍMICA CAS 10035-04-8.;KG;;;;
102;381964 - CLORETO DE COBALTO II HEXAHIDRATADO;CLORETO DE COBALTO II HEXAHIDRATADO, ASPECTO FÍSICO CRISTAL ROSA A VERMELHO, ODOR LEVE PENETRANTE, PESO MOLECULAR 237,93, FÓRMULA QUÍMICA COCL2.6H2O, TEOR DE PUREZA MÍNIMA DE 98%, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7791-13-1.;G; HIGROSCÓPICO; FÓRMULA QUÍMICA CSCL; MASSA MOLECULAR 168;36; GRAU DE PUREZA MÍNIMA DE 99;9%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-17-8.;G;;;;;
103;412999 - CLORETO DE COBRE II DIHIDRATADO;CLORETO DE COBRE II DIHIDRATADO, ASPECTO FÍSICO PÓ CRISTALINO AZULADO, FÓRMULA QUÍMICA CUCL2 X 2H2O (DIHIDRATADO), PESO MOLECULAR 170,48, CARACTERÍSTICA ADICIONAL REAGENTE  P.A. ACS, PUREZA MÍNIMA MÍNIMO DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 10125-13-0.;G; ODOR LEVE PENETRANTE; PESO MOLECULAR 237;93; FÓRMULA QUÍMICA COCL2.6H2O; TEOR DE PUREZA MÍNIMA DE 98%; CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7791-13-1.;G;;;;;
104;422126 - CLORETO DE COBRE II ANIDRO;CLORETO DE COBRE II ANIDRO, ASPECTO FÍSICO PÓ, FÓRMULA QUÍMICA CUCL2 (ANIDRO), PESO MOLECULAR 134,45, PUREZA MÍNIMA DE 98%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7447-39-4.;G; FÓRMULA QUÍMICA CUCL2 X 2H2O (DIHIDRATADO); PESO MOLECULAR 170;48; CARACTERÍSTICA ADICIONAL REAGENTE  P.A. ACS; PUREZA MÍNIMA MÍNIMO DE 99%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 10125-13-0.;G;;;;;;
105;366474 - CLORETO DE ESTANHO;CLORETO DE ESTANHO, ASPECTO FÍSICO CRISTAL INCOLOR, LEVE ODOR DE CLORO, FÓRMULA QUÍMICA SNCL2.2H2O (DIHIDRATADO), PESO MOLECULAR 225,63, TEOR DE PUREZA MÍNIMA DE 98, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 10025-69-1.;KG; FÓRMULA QUÍMICA CUCL2 (ANIDRO); PESO MOLECULAR 134;45; PUREZA MÍNIMA DE 98%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7447-39-4.;G;;;;;;;
106;356835 - CLORETO DE FERRO HEXAHIDRATADO  ;CLORETO DE FERRO HEXAHIDRATADO, ASPECTO FÍSICO PÓ CRISTALINO, MARROM AMARELADO, COMPOSIÇÃO FECL3.6H2O, PESO MOLECULAR 270,30, PUREZA MÍNIMA DE 98%, CARACTERÍSTICAS ADICIONAIS REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 10025-77-1.;KG; LEVE ODOR DE CLORO; FÓRMULA QUÍMICA SNCL2.2H2O (DIHIDRATADO); PESO MOLECULAR 225;63; TEOR DE PUREZA MÍNIMA DE 98; CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO; NÚMERO DE REFERÊNCIA QUÍMICA CAS 10025-69-1.;KG;;;;;
107;352959 - CLORETO DE LÍTIO;CLORETO DE LÍTIO, COMPOSIÇÃO QUÍMICA LICL, ASPECTO FÍSICO PÓ BRANCO, INODORO, PESO MOLECULAR 42,39, TEOR DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL  REAGENTE P.A. ACS, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7447-41-8.;G; MARROM AMARELADO; COMPOSIÇÃO FECL3.6H2O; PESO MOLECULAR 270;30; PUREZA MÍNIMA DE 98%; CARACTERÍSTICAS ADICIONAIS REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 10025-77-1.;KG;;;;;
108;360537 - CLORETO DE MAGNÉSIO HEXAHIDRATADO;CLORETO DE MAGNÉSIO HEXAHIDRATADO, COMPOSIÇÃO BÁSICA MGCL2.6H2O (HEXAHIDRATADO), ASPECTO FÍSICO CRISTAL OU FLOCO,INCOLOR A ESBRANQUIÇADO, INODORO, PESO MOLECULAR 203,31, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS  7791-18-6.;KG; ASPECTO FÍSICO PÓ BRANCO; INODORO; PESO MOLECULAR 42;39; TEOR DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL  REAGENTE P.A. ACS; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7447-41-8.;G;;;;;
109;352775 - CLORETO DE MERCÚRIO II;CLORETO DE MERCÚRIO II, ASPECTO FÍSICO CRISTAIS BRANCOS, INODOROS, PESO MOLECULAR 271,52, FÓRMULA QUÍMICA HGCL2 (CLORETO MERCÚRICO OU BICLORETO DE MERCÚRIO), TEOR DE PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7487-94-7.;G; ASPECTO FÍSICO CRISTAL OU FLOCO;INCOLOR A ESBRANQUIÇADO; INODORO; PESO MOLECULAR 203;31; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS  7791-18-6.;KG;;;;
110;413002 - CLORETO DE NÍQUEL ANIDRO;CLORETO DE NÍQUEL ANIDRO, ASPECTO FÍSICO CRISTAL VERDE, INODORO, HIGROSCÓPICO, FÓRMULA QUÍMICA NICL2 , PESO MOLECULAR 129,60, GRAU DE PUREZA MÍNIMA DE 97%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7718-54-9 .;G; INODOROS; PESO MOLECULAR 271;52; FÓRMULA QUÍMICA HGCL2 (CLORETO MERCÚRICO OU BICLORETO DE MERCÚRIO); TEOR DE PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7487-94-7.;G;;;;
111;359289 - CLORETO DE PALÁDIO ANIDRO;CLORETO DE PALÁDIO II ANIDRO ASPECTO FÍSICO PÓ MARRON AVERMELHADO, FÓRMULA QUÍMICA PDCL2 ANIDRO, PESO MOLECULAR 177,32, GRAU DE PUREZA TEOR PD MÍNIMO DE 60, PUREZA MÍNIMA DE 99, CARACTERÍSTICA ADICIONAL REAGENTE, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-10-1.;G; INODORO; HIGROSCÓPICO; FÓRMULA QUÍMICA NICL2 ; PESO MOLECULAR 129;60; GRAU DE PUREZA MÍNIMA DE 97%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7718-54-9 .;G;;;;
112;410778 - CLORETO DE POTÁSSIO;CLORETO DE POTÁSSIO, ASPECTO FÍSICO PÓ OU CRISTAL BRANCO, INODORO, FÓRMULA QUÍMICA KCL, MASSA MOLECULAR 74,55,GRAU DE PUREZA MÍNIMA DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA  CAS 7447-40-7.;KG; PESO MOLECULAR 177;32; GRAU DE PUREZA TEOR PD MÍNIMO DE 60; PUREZA MÍNIMA DE 99; CARACTERÍSTICA ADICIONAL REAGENTE; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-10-1.;G;;;;;;
113;421815 - RUBÍDIO;CLORETO DE RUBÍDIO, ASPECTO FÍSICO PÓ BRANCO, FÓRMULA QUÍMICA CLRB, PESO MOLECULAR 120,92, GRAU DE PUREZA MÍNIMA DE 99,8%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7791-11-9.;G; INODORO; FÓRMULA QUÍMICA KCL; MASSA MOLECULAR 74;55;GRAU DE PUREZA MÍNIMA DE 99%; NÚMERO DE REFERÊNCIA QUÍMICA  CAS 7447-40-7.;KG;;;;;;
114;366472 - CLORETO DE SÓDIO;CLORETO DE SÓDIO, ASPECTO FÍSICO PÓ CRISTALINO BRANCO OU CRISTAIS INCOLORES, COMPOSIÇÃO QUÍMICA NACL ANIDRO, PESO MOLECULAR 58,45, PUREZA MÍNIMA PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-14-5.;KG; FÓRMULA QUÍMICA CLRB; PESO MOLECULAR 120;92; GRAU DE PUREZA MÍNIMA DE 99;8%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7791-11-9.;G;;;;;;
115;360499 - CLORETO DE ZINCO ANIDRO;CLORETO DE ZINCO ANIDRO, ASPECTO FÍSICO GRÂNULO BRANCO CRISTALINO,HIGROSCÓPICO, INODORO, PESO MOLECULAR 136,29, FÓRMULA QUÍMICA ZNCL2 ANIDRO, GRAU DE PUREZA MÍNIMA DE 97%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7646-85-7.;KG; COMPOSIÇÃO QUÍMICA NACL ANIDRO; PESO MOLECULAR 58;45; PUREZA MÍNIMA PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-14-5.;KG;;;;;
116;348805 - CLOROFÓRMIO;CLOROFÓRMIO ASPECTO FÍSICO LÍQUIDO CLARO, INCOLOR, ODOR FORTE CARACTERÍSTICO, PESO MOLECULAR 119,38, FÓRMULA QUÍMICA CHCL3, GRAU DE PUREZA MÍNIMA DE 99,8, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-66-3.;L;HIGROSCÓPICO; INODORO; PESO MOLECULAR 136;29; FÓRMULA QUÍMICA ZNCL2 ANIDRO; GRAU DE PUREZA MÍNIMA DE 97%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7646-85-7.;KG;;;;
117;376155 - COBALTONITRITO DE SÓDIO;COBALTONITRITO DE SÓDIO, ASPECTO FÍSICO PÓ FINO AMARELO ALARANJADO, INODORO, COMPOSIÇÃO NA3CO(NO2)6, PESO MOLECULAR 403,94, GRAU DE PUREZA MÍNIMA DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 13600-98-1.;G; ODOR FORTE CARACTERÍSTICO; PESO MOLECULAR 119;38; FÓRMULA QUÍMICA CHCL3; GRAU DE PUREZA MÍNIMA DE 99;8; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-66-3.;L;;;;
118;422758 - COBRE;COBRE, ASPECTO FÍSICO EM FOLHA DE COR AVERMELHADA, FÓRMULA QUÍMICA CU, PESO MOLECULAR 63,54, GRAU DE PUREZA MÍNIMA DE 99,99%, ESPESSURA 0,1MM, LARGURA 50MM, COMPRIMENTO 50MM, NÚMERO DE REFERÊNCIA QUÍMICA* CAS 7440-50-8.;KG; INODORO; COMPOSIÇÃO NA3CO(NO2)6; PESO MOLECULAR 403;94; GRAU DE PUREZA MÍNIMA DE 99%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 13600-98-1.;G;;;;;;
119;412332 - CORANTE;CORANTE , AZUL DE TOLUIDINA, CONCENTRAÇÃO SOLUÇÃO A 2%, CARACTERISTICA ADICIONAL CL 152040. ;FRASCO DE 1000ML; FÓRMULA QUÍMICA CU; PESO MOLECULAR 63;54; GRAU DE PUREZA MÍNIMA DE 99;99%; ESPESSURA 0;1MM; LARGURA 50MM; COMPRIMENTO 50MM; NÚMERO DE REFERÊNCIA QUÍMICA* CAS 7440-50-8.;KG;;
120;327370 - CORANTE;CORANTE,  ALARANJADO DE METILA, ASPECTO FÍSICO PÓ, CARACTERÍSTICAS ADICIONAIS CI 13025.;FRASCO DE 100G; CONCENTRAÇÃO SOLUÇÃO A 2%; CARACTERISTICA ADICIONAL CL 152040. ;FRASCO DE 1000ML;;;;;;;;;;
121;327372 - CORANTE;CORANTE, AZUL ALCIAN, ASPECTO FÍSICO PÓ, CARACTERÍSTICAS ADICIONAIS CI 74240.  ;FRASCOS DE 25G; ASPECTO FÍSICO PÓ; CARACTERÍSTICAS ADICIONAIS CI 13025.;FRASCO DE 100G;;;;;;;;;;
122;358554 - CORANTE;CORANTE, AZUL BRILHANTE COOMASSIE G-250, ASPECTO FÍSICO PÓ, CARACTERÍSTICAS ADICIONAIS CI 42655.;FRASCOS DE 25G; ASPECTO FÍSICO PÓ; CARACTERÍSTICAS ADICIONAIS CI 74240.  ;FRASCOS DE 25G;;;;;;;;;;
